the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (92.80100000000013 25.047700000000102),133,7/25/2010,7,Jul,Assam 2010,2010,415.1,07/25/2010 07:00:00 AM +0000,India,"road between Halfong and Redzol(?) or Silchar, Assam",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Silchar,24.4132,Assam,,13865,30.4238,79.6724
POINT (77.54350000000014 30.635800000000103),145,7/17/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/17/2010 07:00:00 AM +0000,India,"Lana Mashoor(?) and Lana Polar(?) and Sewn(?) villages, Sirmaur district",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Paonta Sahib,23.21927,Himachal Pradesh,,17123,30.7866,78.6171
POINT (77.3504000000001 34.21160000000006),156,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"Nimoo(Nimu)(Nimmoo) village, Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,182,0,Known_within_5_km,Large,Leh,22.1454,Kashmir,,135860,25.7713,93.8067
POINT (73.50270000000013 17.06610000000008),157,8/18/2010,8,Aug,Maharashtra 2010,2010,850,08/18/2010 07:00:00 AM +0000,India,"Pomendi Hill(?), Goa-Mumbai Konkan railway, both sides of Ratnagiri, Maharashtra",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Ratnagiri,22.09211,Maharashtra,,25997,19.3379,73.7767
POINT (94.13510000000016 25.476900000000082),158,10/8/2010,10,Oct,Nagaland 2010,2010,220.2,10/08/2010 07:00:00 AM +0000,India,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",landslide,Mudslide,Downpour,0,0,Known_within_5_km,Medium,Kohima,22.04313,Nagaland,,25997,19.3379,73.7767
POINT (94.13990000000015 25.47880000000006),160,10/9/2010,10,Oct,Nagaland 2010,2010,220.2,10/09/2010 07:00:00 AM +0000,India,"NH-39 at Tobio village(?), 7 km form Tadubi, Manipur",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kohima,21.89269,Nagaland,,1035,27.2879,88.2579
POINT (92.84160000000017 22.717600000000083),161,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"Hual(Hu) village(?), Lunglei-Lawngtlai rd, Mizoram",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Lunglei,21.89059,Mizoram,,27611,30.5151,78.3684
POINT (94.13270000000014 25.47860000000005),162,8/27/2010,8,Aug,Nagaland 2010,2010,393.2,08/27/2010 07:00:00 AM +0000,India,"NH-39 at Ekai village(?), 2 km for Tadubi, Manipur",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kohima,21.83054,Nagaland,,223523,24.9356,93.8443
POINT (79.49290000000016 30.741200000000077),163,9/17/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/17/2010 07:00:00 AM +0000,India,"Maletha village(?), near Badrinath, Uttranchal",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Joshamath,21.72471,Uttarakhand,,20553,33.1595,75.8011
POINT (94.80300000000014 26.081400000000055),170,8/14/2010,8,Aug,Nagaland 2010,2010,393.2,08/14/2010 07:00:00 AM +0000,India,"Kiphire-Tuensang rd, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Tuensang,20.67617,Nagaland,,8198,29.9862,78.6115
POINT (73.29610000000015 17.897500000000054),171,6/19/2010,6,Jun,Maharashtra 2010,2010,680.8,06/19/2010 07:00:00 AM +0000,India,"Harne(?) village, near Dapoli, Ratnagiri district, Maharashtra",landslide,Landslide,Downpour,8,0,Known_within_50_km,Medium,Jalgaon,20.6712,Maharashtra,,92113,25.83,94.13
POINT (77.41530000000013 31.416100000000057),172,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Karsog-Rampur rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Rampur,20.66785,Himachal Pradesh,,92113,25.8266,94.1497
POINT (92.38140000000013 24.60050000000009),173,6/3/2010,6,Jun,Assam 2010,2010,569.7,06/03/2010 07:00:00 AM +0000,India,Rongpur village under Bhairabhnagar panchayat in Karimganj district,landslide,Landslide,Downpour,2,0,Known_within_25_km,Medium,Hailakandi,20.39416,Assam,,25436,10.3031,76.7604
POINT (79.49710000000012 30.728400000000104),176,8/16/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/16/2010 07:00:00 AM +0000,India,"badrinath route, Lambagarh(?), Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Joshamath,20.25214,Uttarakhand,,29602,11.4816,75.9957
POINT (78.61860000000014 30.81830000000011),191,8/13/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/13/2010 07:00:00 AM +0000,India,"near Bhatvaree(Bhatwari), on Gangotree national highway(NH 108), Uttarkashi district",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Uttarkashi,19.4259,Uttarakhand,,26665,18.234,73.4519
POINT (78.61860000000014 30.81830000000011),192,8/20/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/20/2010 07:00:00 AM +0000,India,"Bhatwari, Rishikesh-Gangotri highway, Uttarkhand",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Uttarkashi,19.4259,Uttarakhand,,17123,30.6014,78.3449
POINT (73.9958000000001 15.95170000000009),194,7/30/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/30/2010 07:00:00 AM +0000,India,"Amboli, Belagum, 1.5 km from main waterfalls",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Savantvadi,19.34853,Maharashtra,,8160,31.2403,77.9258
POINT (94.88330000000018 26.433300000000056),195,6/17/2010,6,Jun,Nagaland 2010,2010,411.6,06/17/2010 07:00:00 AM +0000,India,"Shayoung Ward(?), Longleng, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Tuensang,19.34297,Nagaland,,24931,12.845,75.66
POINT (93.14770000000013 25.474900000000073),196,10/9/2010,10,Oct,Assam 2010,2010,116.2,10/09/2010 07:00:00 AM +0000,India,"between Mahur and Maigrandisa(?) or Lumding, Assam",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Maibong,19.26104,Assam,,7725,30.9206,78.3276
POINT (78.64370000000015 30.7221000000001),198,8/20/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/20/2010 07:00:00 AM +0000,India,"Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Uttarkashi,19.20175,Uttarakhand,,25581,28.1193,95.1645
POINT (77.16950000000017 30.719800000000106),201,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Kumarhatti-Nahan road, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Rajgarh,19.15474,Himachal Pradesh,,39982,25.1175,92.8573
POINT (94.66540000000013 26.275300000000097),204,8/17/2010,8,Aug,Nagaland 2010,2010,393.2,08/17/2010 07:00:00 AM +0000,India,"Dikhu bridge(?), Mokokchung-Tuensang road, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Mokokchang,15.67627,Nagaland,,5233,31.8795,76.9161
POINT (76.85300000000014 32.65980000000011),206,7/7/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/07/2010 07:00:00 AM +0000,India,"Kala Nalah(?), Keylong-Udaipur rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Kyelang,18.82784,Himachal Pradesh,,17123,30.6179,78.3233
POINT (78.62300000000012 30.796000000000078),208,9/4/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/04/2010 07:00:00 AM +0000,India,"Karmkund(?), on Rishikesh-Gangotri hwy",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Uttarkashi,18.69147,Uttarakhand,,12311,26.89,88.47
POINT (77.97960000000013 31.563000000000077),211,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Nathpa Jhulla, between Rampur and Peo, Kinnaur, Himachal Pradesh",landslide,Rockfall,Downpour,1,0,Known_within_5_km,Medium,Sarahan,18.5879,Himachal Pradesh,,7601,32.7029,75.9568
POINT (76.77050000000015 9.867800000000056),213,10/27/2010,10,Oct,Kerala 2010,2010,441.4,10/27/2010 07:00:00 AM +0000,India,"Poochapra(?), near Thodupuzha, Kattappana, Kerala",landslide,Landslide,Downpour,2,0,Known_within_15_km,Medium,Lalam,18.41892,Kerala,,7121,27.4,92.35
POINT (73.66080000000012 16.56760000000004),218,7/22/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/22/2010 07:00:00 AM +0000,India,Rajapur-Vaibhavwadi section of the Konkan railway,landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Rajapur,18.24323,Maharashtra,,2443,29.913,79.3532
POINT (78.83710000000015 30.384600000000063),226,8/20/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/20/2010 07:00:00 AM +0000,India,"Lambagad(?), Rishikesh-Badrinath highway, Uttarakhand",landslide,Landslide,Downpour,0,0,Unknown,Medium,Rudraprayag,17.9174,Uttarakhand,,13209,9.8232,77.1498
POINT (79.67240000000011 30.423800000000057),227,8/22/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/22/2010 07:00:00 AM +0000,India,"Chandoli(?) and Karchuna(?) vilalges, Pokkhri, Chamoli, Uttarakhand, Uttranchal",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Joshamath,17.82322,Uttarakhand,,8341,32.3573,77.3052
POINT (78.36840000000014 30.515100000000103),233,8/9/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/09/2010 07:00:00 AM +0000,India,"Menagarh near Sukki on Rishikesh â?? Gangotri highway, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Tehri,17.46994,Uttarakhand,,763088,25.08,75.72
POINT (93.84430000000013 24.9356000000001),234,7/31/2010,7,Jul,Manipur 2010,2010,367.5,07/31/2010 07:00:00 AM +0000,India,Dimapur-Imphal highway (NH 39) near Manipur,landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Imphal,17.36482,Manipur,,2000,30.3056,79.3286
POINT (75.80110000000015 33.15950000000007),235,2/6/2010,2,Feb,Kashmir 2010,2010,142.2,02/06/2010 08:00:00 AM +0000,India,"Srinagar-Jammu highway near Asar, Doda and Kishtwar districts",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Kishtwar,17.36463,Kashmir,,1200,9.8721,76.7046
POINT (78.6115000000001 29.986200000000085),236,7/20/2010,7,Jul,Uttarakhand 2010,2010,455.8,07/20/2010 07:00:00 AM +0000,India,"Badrinath and Yamunotri shrines(?), Garhwal region, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Lansdowne,17.36162,Uttarakhand,,18742,26.8716,94.9921
POINT (75.95680000000011 32.702900000000085),251,8/26/2010,8,Aug,Himachal Pradesh 2010,2010,274.1,08/26/2010 07:00:00 AM +0000,India,"Koti bridge(?), Chamba-Langera-Bhadarwah border road connecting Doda district of Jammu and Kashmir with Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Dalhousie,16.7411,Himachal Pradesh,,4351,31.5596,77.1679
POINT (94.99210000000014 26.871600000000083),259,7/20/2010,7,Jul,Nagaland 2010,2010,367.5,07/20/2010 07:00:00 AM +0000,India,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Mon,16.42483,Nagaland,,23384,15.949,73.9667
POINT (73.96670000000013 15.949000000000085),261,7/30/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/30/2010 07:00:00 AM +0000,India,"Amboli ghat in Sindhdurg, Konkan",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Savantvadi,16.27872,Maharashtra,,34021,26.1807,94.5497
POINT (78.33990000000013 30.898700000000105),263,9/4/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/04/2010 07:00:00 AM +0000,India,"Ranachatti(?), on road to Yamunotri",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Barkot,16.2449,Uttarakhand,,7725,30.8987,78.3399
POINT (79.32110000000013 29.547700000000106),278,9/19/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/19/2010 07:00:00 AM +0000,India,"roads to Rani Khet(Ranikhet) and Jolle Kote(?), Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Ranakhet,15.11187,Uttarakhand,,1464,27.6047,88.6463
POINT (77.9521000000001 31.504100000000083),279,7/7/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/07/2010 07:00:00 AM +0000,India,"NH-22 between Rampur and Recong-Peo(Reckong Peo), Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Sarahan,15.03698,Himachal Pradesh,,2571,30.2902,79.151
POINT (78.32970000000013 30.638000000000062),284,7/6/2010,7,Jul,Uttarakhand 2010,2010,455.8,07/06/2010 07:00:00 AM +0000,India,"highway to Uttarkashi district, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Uttarkashi,14.91461,Uttarakhand,,1147,27.2872,88.2816
POINT (75.80620000000012 33.184700000000106),286,10/12/2010,10,Oct,Kashmir 2010,2010,25,10/12/2010 07:00:00 AM +0000,India,"Kulgadi, Doda-Kishtwar highway (NH-1B)",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Kishtwar,14.73478,Kashmir,,30700,27.3746,88.7648
POINT (77.24980000000012 32.37330000000006),288,7/7/2010,7,Jul,Himachal Pradesh 2010,2010,291.8,07/07/2010 07:00:00 AM +0000,India,"near Rohtang Pass, Manali-Keylong rd, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Manali,14.66456,Himachal Pradesh,,30700,27.3765,88.7628
POINT (76.27280000000015 12.971100000000048),290,10/3/2010,10,Oct,Karnataka 2010,2010,129.6,10/03/2010 07:00:00 AM +0000,India,,landslide,Landslide,Rain,0,0,Unknown,Medium,Channarayapatna,14.42796,Karnataka,,26293,21.6989,74.172
POINT (77.89500000000011 31.413500000000084),291,9/15/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/15/2010 07:00:00 AM +0000,India,"road to Sangla and Bhaba and Sorang(?) valleys, Kinnaur, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Sarahan,14.36782,Himachal Pradesh,,17123,30.6293,78.3303
POINT (77.24680000000015 32.371000000000066),294,8/6/2010,8,Aug,Himachal Pradesh 2010,2010,274.1,08/06/2010 07:00:00 AM +0000,India,Manali-Chandigarh highway,landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Manali,14.30557,Himachal Pradesh,,2571,30.4091,79.0579
POINT (88.44450000000015 26.943500000000057),298,8/17/2010,8,Aug,Bengal 2010,2010,461.3,08/17/2010 07:00:00 AM +0000,India,"Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kalimpang,13.98232,Bengal,,7725,30.9058,78.0906
POINT (88.44410000000013 26.9440000000001),299,6/11/2010,6,Jun,Bengal 2010,2010,558.1,06/11/2010 07:00:00 AM +0000,India,"near Sevok(Sevoke), Highway 31A to Sikkimand Kalimpong, Hatisura(?), Darjeeling",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kalimpang,13.93339,Bengal,,20553,33.1804,75.8101
POINT (73.45510000000014 16.947300000000055),300,7/25/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/25/2010 07:00:00 AM +0000,India,"Nivsar area, Kolhapur district",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Lanja,13.91342,Maharashtra,,32442,29.7334,79.6367
POINT (73.45510000000014 16.947300000000055),301,7/26/2010,7,Jul,Maharashtra 2010,2010,1405.3,07/26/2010 07:00:00 AM +0000,India,"Konkan railway near Nivsar, Maharashtra",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Lanja,13.91342,Maharashtra,,2000,30.301,79.3628
POINT (79.02780000000014 30.400800000000093),309,9/3/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/03/2010 07:00:00 AM +0000,India,"Bhatwari, Rishikesh-Gangotri hwy",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rudraprayag,13.5594,Uttarakhand,,47571,29.5659,80.3657
POINT (94.84220000000013 26.14800000000005),312,8/14/2010,8,Aug,Nagaland 2010,2010,393.2,08/14/2010 07:00:00 AM +0000,India,"Tuensang-Shamatore(Sampurre) rd, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Tuensang,13.31188,Nagaland,,21787,30.5728,77.6521
POINT (88.64750000000012 27.550900000000098),314,7/21/2010,7,Jul,Sikkim 2010,2010,593.4,07/21/2010 07:00:00 AM +0000,India,"Zang(?), east Sikkim",landslide,Landslide,Downpour,0,0,Unknown,Medium,Mangan,13.20788,Sikkim,,19873,29.5477,79.3211
POINT (77.4668000000001 30.900900000000064),316,9/19/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/19/2010 07:00:00 AM +0000,India,"Rajgarh-Habban road, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Chaupal,13.04565,Himachal Pradesh,,1495,31.5041,77.9521
POINT (88.73340000000016 27.370200000000093),321,9/4/2010,9,Sep,Sikkim 2010,2010,308.1,09/04/2010 07:00:00 AM +0000,India,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Gangtok,12.9691,Sikkim,,98238,11.3192,76.5959
POINT (78.4265000000001 30.103500000000082),323,9/19/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/19/2010 07:00:00 AM +0000,India,"road to Shivpur(Shivpuri), Pauri Garhwal district, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Rishakesh,12.91945,Uttarakhand,,25436,10.0539,76.8298
POINT (76.98440000000012 30.705900000000074),333,9/11/2010,9,Sep,Haryana 2010,2010,183.9,09/11/2010 07:00:00 AM +0000,India,"Mandana(Madana) village(?), Panchkula-Morni rd, 20 km from Panchkula, Haryana",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Pinjaur,11.92746,Haryana,,778396,11.7792,78.2034
POINT (93.72730000000017 27.00110000000009),334,9/10/2010,9,Sep,Arunachal Pradesh 2010,2010,444.2,09/10/2010 07:00:00 AM +0000,India,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",landslide,Landslide,Downpour,0,0,Unknown,Medium,Naharlagun,11.91035,Arunachal Pradesh,,25436,10.0539,76.8294
POINT (77.91370000000013 30.197700000000086),336,9/19/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/19/2010 07:00:00 AM +0000,India,"near Mohand, Dehradun-Delhi hwy, Uttar Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Clement Town,11.74197,Uttarakhand,,17123,30.638,78.3297
POINT (94.12110000000015 25.571800000000078),341,8/19/2010,8,Aug,Nagaland 2010,2010,393.2,08/19/2010 07:00:00 AM +0000,India,"NH-39 near Kisima(Kisama)(?), between Mao Gate(Mao) and Kohima, Senapati district, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kohima,11.44167,Nagaland,,17123,30.7652,78.5925
POINT (94.12110000000015 25.571800000000078),342,8/21/2010,8,Aug,Nagaland 2010,2010,393.2,08/21/2010 07:00:00 AM +0000,India,"NH 39 at Kigwema(?), between Mao Gate and Kohima, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kohima,11.44167,Nagaland,,20553,33.1847,75.8062
POINT (74.2279000000001 14.782200000000058),346,11/8/2010,11,Nov,Karnataka 2010,2010,183.5,11/08/2010 08:00:00 AM +0000,India,rails between Amdalli(?) and near Thodor(Todur) stations bordering Ankola and Karwar talukas in Uttar Kanara district of neighbouring Karnataka,landslide,Rockfall,Downpour,1,0,Known_within_10_km,Medium,Karwar,11.12573,Karnataka,,8341,32.3665,77.0857
POINT (78.34750000000015 30.67850000000007),360,8/9/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/09/2010 07:00:00 AM +0000,India,"Dharasu and Nalupani near Uttarkashi on Rishikesh â?? Gangotri highway, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Uttarkashi,10.80999,Uttarakhand,,8341,32.3733,77.2498
POINT (88.44810000000015 26.97220000000007),362,8/19/2010,8,Aug,Bengal 2010,2010,461.3,08/19/2010 07:00:00 AM +0000,India,"NH 31A at Likhuvir(?), near Teesta Bazar, 42nd Km marker(?), Kalimpong, West Bengal cutting off Sikkim and Kalimpong",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kalimpang,10.78474,Bengal,,27611,30.4954,78.3881
POINT (79.5343000000001 29.604200000000073),366,9/18/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/18/2010 07:00:00 AM +0000,India,"villages Pilkha(?), Devali(?), and Balta(?), Avalbagh block(?), Almora(Almorah) district, Uttarakhand",landslide,Landslide,Downpour,24,0,Known_within_50_km,Large,Ranakhet,10.64601,Uttarakhand,,37681,12.9711,76.2728
POINT (79.53060000000013 30.646300000000082),370,8/9/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/09/2010 07:00:00 AM +0000,India,"Nirgaddu about 4 km from Tapovan on Rishikesh - Badrinath route, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Joshamath,10.60095,Uttarakhand,,1495,31.4135,77.895
POINT (91.75990000000016 23.898600000000066),375,6/3/2010,6,Jun,Tripura 2010,2010,411.6,06/03/2010 07:00:00 AM +0000,India,"atharamura hills, Highway 44, Tripura",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Ä?mbasa,10.47164,Tripura,,8341,32.3712,77.2466
POINT (94.91520000000017 26.22200000000006),378,8/14/2010,8,Aug,Nagaland 2010,2010,393.2,08/14/2010 07:00:00 AM +0000,India,"Noklak-Tuensang road, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Tuensang,10.37545,Nagaland,,29499,25.8376,94.5234
POINT (77.58200000000012 10.246200000000053),381,11/23/2010,11,Nov,Tamil Nadu 2010,2010,328.6,11/23/2010 08:00:00 AM +0000,India,"Kodaikanal-Thandigudi(Thandikudi)-Batlagundu hill road, Tamil Nadu province",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kodaikanal,10.18294,Tamil Nadu,,8341,32.371,77.2468
POINT (78.88470000000014 30.248500000000067),382,7/6/2010,7,Jul,Uttarakhand 2010,2010,355.8,07/06/2010 07:00:00 AM +0000,India,"highway to Rudraprayag district, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Sranagar,10.16977,Uttarakhand,,8341,32.3709,77.2466
POINT (78.3896000000001 30.135000000000076),388,9/3/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/03/2010 07:00:00 AM +0000,India,"Shivpuri, Rishikesh-Badrinath hwy",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rishakesh,9.82725,Uttarakhand,,37543,10.0011,76.7416
POINT (74.12130000000015 34.1510000000001),389,2/10/2010,2,Feb,Kashmir 2010,2010,142.2,02/10/2010 08:00:00 AM +0000,India,"Road between Srinagar and Muzaffarabad near Kaman post in Baramulla district, Kashmir",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Uri,9.81144,Kashmir,,5760,23.7705,92.5217
POINT (77.52770000000011 10.318400000000064),396,11/16/2010,11,Nov,Tamil Nadu 2010,2010,328.6,11/16/2010 08:00:00 AM +0000,India,"road near Saverikadu village(?), between Palani and Kodaikanal, Tamil Nadu province",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kodaikanal,9.71213,Tamil Nadu,,43000,26.9435,88.4445
POINT (77.06660000000012 30.408400000000054),398,8/22/2010,8,Aug,Haryana 2010,2010,198.5,08/22/2010 07:00:00 AM +0000,India,"Srinagar-Garhwal area of Pauri district, Uttarakhand, Uttranchal",landslide,Complex,Downpour,1,0,Unknown,Medium,Narayangarh,9.53462,Haryana,,43000,26.944,88.4441
POINT (79.33510000000015 30.406800000000064),400,8/5/2010,8,Aug,Uttarakhand 2010,2010,335.7,08/05/2010 07:00:00 AM +0000,India,"Basantpur or Gouchar village (two conflicting sources), Chamoli district",landslide,Landslide,Downpour,5,0,Known_within_25_km,Medium,Papalkoti,9.41328,Uttarakhand,,13121,16.9473,73.4551
POINT (77.48710000000013 34.141600000000075),402,8/6/2010,8,Aug,Kashmir 2010,2010,253.2,08/06/2010 07:00:00 AM +0000,India,"villages Shapoo(?), Bazgo(?) and wide area around Leh, Ladakh, Jammu and Kashmir",landslide,Landslide,Downpour,234,0,Known_within_50_km,Very_large,Leh,9.30807,Kashmir,,13121,16.9473,73.4551
POINT (79.38880000000013 30.500400000000102),405,9/4/2010,9,Sep,Uttarakhand 2010,2010,389.7,09/04/2010 07:00:00 AM +0000,India,"Chhinka area(?), on Rishikesh-Badrinath hwy",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Papalkoti,9.22235,Uttarakhand,,2000,30.5319,79.3541
POINT (88.31620000000012 26.80730000000008),406,6/16/2010,6,Jun,Bengal 2010,2010,558.1,06/16/2010 07:00:00 AM +0000,India,"Kurseong sub-division, Road between Kurseong and New Jalpaiguri",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Karsiyang,9.18708,Bengal,,14769,14.229,74.8122
POINT (77.1038000000001 31.02150000000009),413,9/22/2010,9,Sep,Himachal Pradesh 2010,2010,176.7,09/22/2010 07:00:00 AM +0000,India,"between Kathalighat(Kathleeghat) and Knoh(?) stations, rail line between Solan and Shimla 15 km form Shimla, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Jutogh,8.78955,Himachal Pradesh,,27544,30.6738,77.3544
POINT (79.34260000000013 30.405400000000068),415,7/29/2010,7,Jul,Uttarakhand 2010,2010,455.8,07/29/2010 07:00:00 AM +0000,India,,landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Papalkoti,8.75022,Uttarakhand,,27544,30.6738,77.3544
POINT (93.91610000000018 24.733900000000087),417,3/27/2010,3,Mar,Manipur 2010,2010,85.8,03/27/2010 07:00:00 AM +0000,India,"LangthAbal Khoupum, Imphal, Manipur",landslide,Mudslide,Downpour,0,0,Known_within_5_km,Medium,Imphal,8.69174,Manipur,,29499,26.0838,94.564
POINT (92.91530000000014 23.248200000000075),420,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"Tuikual 'C'(?), near Aizawl, Mizoram",landslide,Landslide,Downpour,1,0,Unknown,Medium,Serchhap,8.59507,Mizoram,,20046,24.0896,91.4663
POINT (92.91530000000014 23.248200000000075),421,9/13/2010,9,Sep,Mizoram 2010,2010,309.8,09/13/2010 07:00:00 AM +0000,India,"road to Muanna Godown(?), Zuangtui(?), Mizoram",landslide,Landslide,Downpour,0,0,Unknown,Medium,Serchhap,8.59507,Mizoram,,37543,9.9983,76.7329
