the_geom,OBJECTID,date no time,Month-num,Month,Helper,Year,Rainfall in mm,date_,country,nearest_pl,hazard_typ,landslide_,trigger,fatalities,injuries,location_a,landslide1,near,distance,State,,population,latitude,longitude
POINT (94.74990000000017 26.097700000000057),180,6/7/2013,6,Jun,Nagaland 2013,2013,206.6,06/07/2013 07:00:00 AM +0000,India,"Helipong-Chessore Road, Nagaland",landslide,Landslide,Unknown,0,0,Known_within_10_km,Medium,Tuensang,20.17679,Nagaland,,7176,25.1718,93.123
POINT (76.28510000000013 34.43320000000009),182,8/1/2013,8,Aug,Kashmir 2013,2013,219.1,08/01/2013 07:00:00 AM +0000,India,"Pushkum In Kargil, Kashmir",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Kargil,20.08769,Kashmir,,30700,27.339,88.6065
POINT (93.94130000000015 25.765800000000095),184,7/17/2013,7,Jul,Nagaland 2013,2013,255.9,07/17/2013 07:00:00 AM +0000,India,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",landslide,Mudslide,Rain,0,0,Known_within_50_km,Medium,Kohima,19.79639,Nagaland,,59437,9.5988,76.5289
POINT (74.62640000000012 33.04980000000009),186,8/14/2013,8,Aug,Kashmir 2013,2013,219.1,08/14/2013 07:00:00 AM +0000,India,Jammu-Poonch Highway Near Kalidhar,landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Riasi,19.55093,Kashmir,,19831,31.944,77.1179
POINT (78.61850000000011 30.820300000000064),187,7/25/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/25/2013 07:00:00 AM +0000,India,"Ganga Vihar Colony In Bhatwadi Area, Uttarkashi, Uttarakhand",landslide,Landslide,Continuous_rain,0,0,Known_within_5_km,Medium,Uttarkashi,19.53038,Uttarakhand,,39982,25.1775,93.0123
POINT (77.46140000000015 31.348000000000102),188,6/16/2013,6,Jun,Himachal Pradesh 2013,2013,233.6,06/16/2013 07:00:00 AM +0000,India,"7 Km Of Road, Between Kasang And Akpa",landslide,Landslide,Downpour,0,0,Unknown,Medium,Rampur,19.51283,Himachal Pradesh,,39982,25.1553,93.028
POINT (74.2664000000001 15.412300000000087),197,7/3/2013,7,Jul,Goa 2013,2013,1478.5,07/03/2013 07:00:00 AM +0000,India,"Anmod Ghat Road, Goa-Karnataka Border",landslide,Landslide,Downpour,0,0,Known_within_15_km,Medium,Valpoy,19.20969,Goa,,43000,27.07,88.48
POINT (78.0574000000001 30.6639000000001),199,8/18/2013,8,Aug,Uttarakhand 2013,2013,359.4,08/18/2013 07:00:00 AM +0000,India,Rishkesh-Yamunotri Highway,landslide,Landslide,Rain,0,0,Unknown,Medium,Chakrata,19.1892,Uttarakhand,,30700,27.3383,88.6069
POINT (78.6149000000001 30.819000000000106),200,7/28/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/28/2013 07:00:00 AM +0000,India,"Bhatwari Area Of Uttarkashi Districti, Uttarakhand",landslide,Mudslide,Downpour,1,0,Known_within_5_km,Small,Uttarkashi,19.16082,Uttarakhand,,19280,31.673,76.5338
POINT (94.92750000000015 26.87270000000009),202,8/16/2013,8,Aug,Assam 2013,2013,289.7,08/16/2013 07:00:00 AM +0000,India,"Longlem, Nagaland",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Sonari,19.00178,Assam,,40283,30.9012,77.0958
POINT (78.31540000000014 30.600400000000064),203,9/30/2013,9,Sep,Uttarakhand 2013,2013,111.3,09/30/2013 07:00:00 AM +0000,India,"Dharasu, Uttarkashi, Uttarakhand",landslide,Landslide,Unknown,1,0,Known_within_25_km,Medium,Uttarkashi,18.88181,Uttarakhand,,8247,30.1665,78.1123
POINT (78.48000000000015 30.892800000000108),215,7/25/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/25/2013 07:00:00 AM +0000,India,"Uttarkashi, Uttarakhand",landslide,Landslide,Continuous_rain,0,0,Unknown,Medium,Uttarkashi,18.4002,Uttarakhand,,37619,12.8806,75.0327
POINT (78.48000000000015 30.892800000000108),216,7/25/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/25/2013 07:00:00 AM +0000,India,"Quaritok, Uttarkashi, Uttarakhand",landslide,Landslide,Continuous_rain,0,0,Unknown,Medium,Uttarkashi,18.4002,Uttarakhand,,20000,19.1095,72.8929
POINT (94.94390000000013 26.389700000000087),222,8/16/2013,8,Aug,Nagaland 2013,2013,291.3,08/16/2013 07:00:00 AM +0000,India,"Tobu, Nagaland",landslide,Landslide,Rain,0,0,Known_within_10_km,Medium,Tuensang,18.0996,Nagaland,,37475,34.1534,77.5768
POINT (78.61710000000012 30.78660000000011),228,7/25/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/25/2013 07:00:00 AM +0000,India,"Malla, Uttarkashi, Uttarakhand",landslide,Landslide,Continuous_rain,0,0,Known_within_1_km,Medium,Uttarkashi,17.77912,Uttarakhand,,28217,31.7018,76.9424
POINT (73.77670000000013 19.337900000000065),230,7/25/2013,7,Jul,Maharashtra 2013,2013,1478.5,07/25/2013 07:00:00 AM +0000,India,"Malshej Ghat, Maharashtra",landslide,Rockfall,Downpour,2,0,Known_within_5_km,Small,Junnar,17.70621,Maharashtra,,62836,11.855,75.361
POINT (73.77670000000013 19.337900000000065),231,7/25/2013,7,Jul,Maharashtra 2013,2013,1478.5,07/25/2013 07:00:00 AM +0000,India,"Malshej Ghat, Maharashtra",landslide,Rockfall,Downpour,0,0,Known_within_5_km,Medium,Junnar,17.70621,Maharashtra,,100485,15.4014,73.8277
POINT (94.14970000000014 25.826600000000067),238,10/5/2013,10,Oct,Nagaland 2013,2013,125.6,10/05/2013 07:00:00 AM +0000,India,"Chiechama, Nagaland",landslide,Mudslide,Continuous_rain,0,0,Known_within_5_km,Medium,Kohima,17.27342,Nagaland,,92113,25.6623,94.1072
POINT (76.76040000000013 10.30310000000004),239,8/7/2013,8,Aug,Kerala 2013,2013,369.7,08/07/2013 07:00:00 AM +0000,India,Ambalappara In Thrissur,landslide,Landslide,Monsoon,0,0,Known_within_25_km,Medium,Kuttampuzha,17.19198,Kerala,,43000,27.074,88.4778
POINT (78.34490000000014 30.601400000000098),242,8/13/2013,8,Aug,Uttarakhand 2013,2013,359.4,08/13/2013 07:00:00 AM +0000,India,"Kot Village Of Tehri District,Â Uttarakhand",landslide,Landslide,Downpour,2,0,Known_within_5_km,Medium,Uttarkashi,17.08724,Uttarakhand,,43000,27.0736,88.4779
POINT (95.16450000000013 28.119300000000095),246,2/18/2013,2,Feb,Arunachal Pradesh 2013,2013,40.5,02/18/2013 08:00:00 AM +0000,India,"East Siang, Arunachal Pradesh",landslide,Landslide,Rain,3,2,Known_within_5_km,Medium,Pasighat,16.99553,Arunachal Pradesh,,43000,27.0736,88.4779
POINT (76.9161000000001 31.879500000000096),248,7/7/2013,7,Jul,Himachal Pradesh 2013,2013,208.8,07/07/2013 07:00:00 AM +0000,India,"Mandi-Pathankot Highway At Paddar, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Jogindarnagar,16.94505,Himachal Pradesh,,20553,33.3118,75.7525
POINT (77.30520000000016 32.357300000000095),255,8/15/2013,8,Aug,Himachal Pradesh 2013,2013,240,08/15/2013 07:00:00 AM +0000,India,"Manali-Spiti Road Between Gramphu And Chhatru, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Manali,16.53823,Himachal Pradesh,,32442,29.6095,79.6628
POINT (79.32860000000012 30.30560000000006),257,7/24/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/24/2013 07:00:00 AM +0000,India,"Tefana, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Papalkoti,16.52332,Uttarakhand,,20611,8.3295,77.1963
POINT (77.1679000000001 31.559600000000078),260,7/7/2013,7,Jul,Himachal Pradesh 2013,2013,208.8,07/07/2013 07:00:00 AM +0000,India,"Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Pandoh,16.30562,Himachal Pradesh,,12691836,19.069,72.8703
POINT (94.54970000000017 26.180700000000083),262,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Zhekuto, Nagaland",landslide,Landslide,Monsoon,0,0,Known_within_5_km,Medium,Mokokchang,16.2695,Nagaland,,7317,33.2451,75.2257
POINT (88.64630000000014 27.60470000000006),264,9/8/2013,9,Sep,Sikkim 2013,2013,308,09/08/2013 07:00:00 AM +0000,India,"Chungthang, Sikkim",landslide,Rockfall,Rain,1,2,Known_within_50_km,Medium,Mangan,16.17081,Sikkim,,9158,32.1002,76.2699
POINT (79.15100000000015 30.290200000000056),265,7/23/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/23/2013 07:00:00 AM +0000,India,"Gauchar, Chamoli District, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Rudraprayag,16.1223,Uttarakhand,,5555,15.7156,73.8049
POINT (88.76280000000017 27.376500000000103),268,6/27/2013,6,Jun,Sikkim 2013,2013,404.9,06/27/2013 07:00:00 AM +0000,India,"Near Changu Lake, 15Km Away From Nathu La, On India-China Border In Eastern Sikkim",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Gangtok,15.93151,Sikkim,,59841,27.2333,94.1167
POINT (74.17200000000015 21.69890000000006),269,9/25/2013,9,Sep,Maharashtra 2013,2013,210.3,09/25/2013 07:00:00 AM +0000,India,"Taloda, Nandurbar, Maharashtra",landslide,Rockfall,Downpour,8,0,Unknown,Medium,Taloda,15.8792,Maharashtra,,465567,32.7327,74.8556
POINT (78.33030000000015 30.62930000000009),270,8/19/2013,8,Aug,Uttarakhand 2013,2013,359.4,08/19/2013 07:00:00 AM +0000,India,"Nalupani Area Of Uttarkashi District, Uttarakhand",landslide,Debris_Flow,Downpour,0,0,Unknown,Medium,Uttarkashi,15.54936,Uttarakhand,,40283,30.9035,77.0965
POINT (79.05790000000015 30.409100000000056),271,6/24/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/24/2013 07:00:00 AM +0000,India,"Between Rudaprayag And Guptkashi, Uttarakhand (2 Landslides)",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Rudraprayag,15.53708,Uttarakhand,,30700,27.337,88.609
POINT (78.09060000000014 30.905800000000088),272,7/24/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/24/2013 07:00:00 AM +0000,India,"Sunali, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Barkot,15.4227,Uttarakhand,,173503,31.1011,77.1793
POINT (79.36280000000012 30.301000000000077),275,7/24/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/24/2013 07:00:00 AM +0000,India,"Thirpak, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Papalkoti,15.26892,Uttarakhand,,8364,25.3056,93.1265
POINT (80.36570000000015 29.56590000000008),276,8/5/2013,8,Aug,Uttarakhand 2013,2013,359.4,08/05/2013 07:00:00 AM +0000,India,"Jhulaghat Area Of Pithoragarh District, Uttarakhand",landslide,Landslide,Monsoon,1,1,Known_within_10_km,Medium,Pithoragarh,15.26259,Uttarakhand,,173503,31.0931,77.1675
POINT (77.65210000000015 30.572800000000058),277,6/16/2013,6,Jun,Himachal Pradesh 2013,2013,233.6,06/16/2013 07:00:00 AM +0000,India,"National Highway 72-B, Between Paonta Sahib And Sillai, Sirmaur District, Himachal Pradesh",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Paonta Sahib,15.11456,Himachal Pradesh,,123797,27.04,88.2636
POINT (76.5959000000001 11.319200000000034),280,7/25/2013,7,Jul,Tamil Nadu 2013,2013,42.7,07/25/2013 07:00:00 AM +0000,India,"Avalanche, Nilgiris, Tamil Nadu",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Ooty,15.03611,Tamil Nadu,,40283,30.904,77.0969
POINT (76.8298000000001 10.053900000000066),281,8/5/2013,8,Aug,Kerala 2013,2013,369.7,08/05/2013 07:00:00 AM +0000,India,"Cheeyappara Waterfalls, Ernakulam, Kerala",landslide,Mudslide,Monsoon,5,0,Known_within_1_km,Medium,Kuttampuzha,14.99263,Kerala,,40283,30.9044,77.0969
POINT (76.82940000000016 10.053900000000066),283,8/5/2013,8,Aug,Kerala 2013,2013,369.7,08/05/2013 07:00:00 AM +0000,India,"Cheeyapara Near Neriyamangalam, Kerala",landslide,Mudslide,Monsoon,0,0,Known_within_1_km,Small,Kuttampuzha,14.96174,Kerala,,47571,29.58,80.2214
POINT (77.0857000000001 32.36650000000006),287,10/11/2013,10,Oct,Himachal Pradesh 2013,2013,21.8,10/11/2013 07:00:00 AM +0000,India,"Shetidhar Peak, Himachal Pradesh",landslide,Landslide,Downpour,3,0,Known_within_5_km,Medium,Manali,14.72369,Himachal Pradesh,,21502,32.5655,76.1201
POINT (78.38810000000014 30.495400000000103),289,6/16/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/16/2013 07:00:00 AM +0000,India,"Rishikesh-Joshimath-Mana Road, Uttarakhand",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Tehri,14.58545,Uttarakhand,,43000,27.059,88.4694
POINT (94.52340000000012 25.83760000000009),293,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Tizu, Nagaland",landslide,Landslide,Continuous_rain,0,0,Unknown,Medium,Zunheboto,14.31476,Nagaland,,213858,8.1747,77.444
POINT (77.35440000000013 30.673800000000057),304,6/16/2013,6,Jun,Himachal Pradesh 2013,2013,233.6,06/16/2013 07:00:00 AM +0000,India,"Sirmaur District, Himachal Pradesh",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Nahan,13.82422,Himachal Pradesh,,223523,24.7992,93.948
POINT (77.35440000000013 30.673800000000057),305,7/14/2013,7,Jul,Himachal Pradesh 2013,2013,208.8,07/14/2013 07:00:00 AM +0000,India,"Sirmaur District, Himachal Pradesh",landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Nahan,13.82422,Himachal Pradesh,,186079,29.9531,78.1514
POINT (94.56400000000016 26.08380000000008),306,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Suruhuto Town, Nagaland",landslide,Landslide,Rain,0,0,Known_within_15_km,Medium,Zunheboto,13.81486,Nagaland,,9158,32.0985,76.2665
POINT (91.46630000000013 24.0896000000001),307,5/8/2013,5,May,Tripura 2013,2013,348.9,05/08/2013 07:00:00 AM +0000,India,"Purba Simna, Tripura",landslide,Landslide,Rain,1,0,Known_within_5_km,Medium,Khowai,13.61141,Tripura,,9106,33,74.9277
POINT (78.33660000000012 30.65390000000011),313,7/26/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/26/2013 07:00:00 AM +0000,India,Rishikesh-Gangotri Highway Near Dharasu-Nalupani,landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Uttarkashi,13.25369,Uttarakhand,,30700,27.3341,88.6083
POINT (94.54380000000012 26.20830000000009),315,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Longsa, Nagaland",landslide,Landslide,Monsoon,0,0,Known_within_1_km,Medium,Mokokchang,13.15534,Nagaland,,31009,27.0167,78.1333
POINT (88.73230000000015 27.373600000000096),318,9/7/2013,9,Sep,Sikkim 2013,2013,308,09/07/2013 07:00:00 AM +0000,India,14 Milestone Of J N Marg Near Kyangnosola (East Sikkim),landslide,Landslide,Rain,0,0,Known_within_25_km,Medium,Gangtok,13.01721,Sikkim,,98238,11.4046,76.6953
POINT (94.38640000000012 26.114700000000052),320,7/1/2013,7,Jul,Nagaland 2013,2013,255.9,07/01/2013 07:00:00 AM +0000,India,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Wokha,12.97304,Nagaland,,43000,27.0599,88.4674
POINT (79.31580000000015 30.364200000000064),322,8/18/2013,8,Aug,Uttarakhand 2013,2013,359.4,08/18/2013 07:00:00 AM +0000,India,"Chamoli District, Uttarakhand",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Papalkoti,12.96409,Uttarakhand,,28217,31.703,76.936
POINT (85.61790000000016 24.359900000000064),329,7/27/2013,7,Jul,Jharkhand 2013,2013,211.1,07/27/2013 07:00:00 AM +0000,India,PaharpurÂ Locality InÂ Koderma,landslide,Landslide,Downpour,2,0,Known_within_1_km,Small,Jumri Tilaiya,12.22302,Jharkhand,,63645,25.5212,90.232
POINT (74.1158000000001 15.636500000000085),335,10/6/2013,10,Oct,Goa 2013,2013,149.3,10/06/2013 07:00:00 AM +0000,India,"Ponsuli, Goa",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Valpoy,11.75938,Goa,,123797,27.04,88.2636
POINT (77.37370000000011 31.53750000000011),337,8/21/2013,8,Aug,Himachal Pradesh 2013,2013,240,08/21/2013 07:00:00 AM +0000,India,Kullu-Anni Highway,landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Banjar,11.68611,Himachal Pradesh,,265331,23.7374,92.7173
POINT (76.76060000000014 10.04860000000003),338,8/5/2013,8,Aug,Kerala 2013,2013,369.7,08/05/2013 07:00:00 AM +0000,India,"Villanchira, Near Neryamangalam",landslide,Landslide,Unknown,0,0,Known_within_5_km,Medium,Kuttampuzha,11.60704,Kerala,,6755,34.0823,74.056
POINT (80.4170000000001 29.798600000000107),344,6/16/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/16/2013 07:00:00 AM +0000,India,"Pithoragarh-Ghatiabgarh Road, Uttarakhand",landslide,Landslide,Rain,0,0,Known_within_50_km,Medium,Dharchula,11.27172,Uttarakhand,,68000,10.0838,77.0696
POINT (76.86610000000015 9.835000000000045),345,8/7/2013,8,Aug,Kerala 2013,2013,369.7,08/07/2013 07:00:00 AM +0000,India,"Naliyani, Near Thodupuzha Town",landslide,Landslide,Monsoon,0,0,Known_within_5_km,Medium,Idukki,11.1554,Kerala,,34021,26.3186,94.5121
POINT (78.39110000000014 30.4542000000001),352,6/24/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/24/2013 07:00:00 AM +0000,India,"Rishikesh-Uttarkashi Route, Uttarakhand",landslide,Debris_Flow,Downpour,0,0,Known_within_50_km,Medium,Tehri,11.07894,Uttarakhand,,37543,10.0604,76.635
POINT (88.70800000000017 27.372100000000074),361,6/8/2013,6,Jun,Sikkim 2013,2013,404.9,06/08/2013 07:00:00 AM +0000,India,"15 Km From Gangtok, Himalayans",landslide,Landslide,Downpour,0,0,Known_within_25_km,Medium,Gangtok,10.78558,Sikkim,,80447,32.9295,75.1432
POINT (91.69060000000016 26.1016000000001),364,5/11/2013,5,May,Assam 2013,2013,346.7,05/11/2013 07:00:00 AM +0000,India,"Boragaon, North Guwahati, Guwahati, Assam,",landslide,Landslide,Rain,0,0,Known_within_5_km,Medium,Guwahati,10.70607,Assam,,25000,24.2315,92.6755
POINT (75.2476000000001 12.844600000000083),367,6/18/2013,6,Jun,Karnataka 2013,2013,1153,06/18/2013 07:00:00 AM +0000,India,"Tottilagundi, Dakshina Kannada District",landslide,Landslide,Rain,4,7,Unknown,Medium,Puttar,10.62786,Karnataka,,265331,23.7365,92.7146
POINT (76.43190000000011 10.32280000000004),368,8/4/2013,8,Aug,Kerala 2013,2013,369.7,08/04/2013 07:00:00 AM +0000,India,Kerala,landslide,Mudslide,Downpour,0,0,Unknown,Large,Kizhake Chalakudi,10.61205,Kerala,,46427,26.8905,88.2789
POINT (76.43190000000011 10.32280000000004),369,8/5/2013,8,Aug,Kerala 2013,2013,369.7,08/05/2013 07:00:00 AM +0000,India,"Nairpara, Kerala",landslide,Landslide,Monsoon,1,0,Unknown,Medium,Kizhake Chalakudi,10.61205,Kerala,,92113,25.682,94.1076
POINT (94.46190000000017 26.04810000000006),372,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Phizo, Nagaland",landslide,Landslide,Continuous_rain,0,0,Unknown,Medium,Zunheboto,10.5572,Nagaland,,46427,26.89,88.28
POINT (77.03090000000012 9.99950000000008),376,8/4/2013,8,Aug,Kerala 2013,2013,369.7,08/04/2013 07:00:00 AM +0000,India,"Kunjuthanni, Idukki, Kerala",landslide,Landslide,Monsoon,2,0,Known_within_5_km,Medium,Munnar,10.46646,Kerala,,127010,14.4702,78.8205
POINT (79.32760000000015 30.404100000000057),380,7/25/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/25/2013 07:00:00 AM +0000,India,"Alaknanda Valley Of Chamoli District, Uttarakhand",landslide,Landslide,Continuous_rain,0,0,Unknown,Medium,Papalkoti,10.18317,Uttarakhand,,17123,30.7314,78.4347
POINT (79.33080000000014 30.404300000000063),386,7/18/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/18/2013 07:00:00 AM +0000,India,"Chamoli District, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Papalkoti,9.87913,Uttarakhand,,47571,29.5829,80.2182
POINT (75.14890000000015 32.83630000000008),387,8/6/2013,8,Aug,Kashmir 2013,2013,219.1,08/06/2013 07:00:00 AM +0000,India,Tunnel Number 16 On The Jammu-Udhampur Section,landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Udhampur,9.83762,Kashmir,,7317,33.245,75.247
POINT (75.19840000000012 33.32160000000008),395,8/14/2013,8,Aug,Kashmir 2013,2013,219.1,08/14/2013 07:00:00 AM +0000,India,"Panthal Area, Ramban District, Kashmir",landslide,Landslide,Downpour,0,2,Known_within_10_km,Medium,Ramban,9.72251,Kashmir,,63645,25.5144,90.2167
POINT (75.19450000000013 32.991800000000104),403,7/29/2013,7,Jul,Kashmir 2013,2013,125.1,07/29/2013 07:00:00 AM +0000,India,"Samroli, Udhampur District,Â Kashmir",landslide,Landslide,Rain,0,0,Known_within_1_km,Small,Udhampur,9.28588,Kashmir,,7787,15.3925,73.8377
POINT (75.19450000000013 32.991800000000104),404,7/29/2013,7,Jul,Kashmir 2013,2013,125.1,07/29/2013 07:00:00 AM +0000,India,"Samroli, Udhampur District,Â Kashmir",landslide,Rockfall,Rain,0,0,Known_within_1_km,Medium,Udhampur,9.28588,Kashmir,,874587,16.5121,80.6296
POINT (75.19150000000015 32.99130000000005),407,8/7/2013,8,Aug,Kashmir 2013,2013,219.1,08/07/2013 07:00:00 AM +0000,India,"Samroli, Udhampur District, Kashmir",landslide,Landslide,Unknown,0,0,Known_within_10_km,Small,Udhampur,9.07726,Kashmir,,173503,31.1,77.16
POINT (75.19150000000015 32.99130000000005),408,8/14/2013,8,Aug,Kashmir 2013,2013,219.1,08/14/2013 07:00:00 AM +0000,India,"Samroli, Udhampur District, Kashmir",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Udhampur,9.07726,Kashmir,,7317,33.242,75.231
POINT (75.17930000000014 33.3018000000001),414,8/14/2013,8,Aug,Kashmir 2013,2013,219.1,08/14/2013 07:00:00 AM +0000,India,"Ramban District, Kashmir",landslide,Landslide,Downpour,0,0,Known_within_50_km,Medium,Ramban,8.76802,Kashmir,,7317,33.2355,75.2449
POINT (77.01100000000015 9.91470000000005),419,8/4/2013,8,Aug,Kerala 2013,2013,369.7,08/04/2013 07:00:00 AM +0000,India,"Idukki, Kerala",landslide,Landslide,Continuous_rain,3,0,Unknown,Very_large,Idukki,8.6519,Kerala,,123797,27.04,88.264
POINT (76.86910000000015 11.344000000000062),424,11/24/2013,11,Nov,Tamil Nadu 2013,2013,112.3,11/24/2013 08:00:00 AM +0000,India,"Kallar, Tamil Nadu",landslide,Rockfall,Downpour,0,0,Known_within_10_km,Medium,Kotagiri,8.53994,Tamil Nadu,,123797,27.04,88.264
POINT (93.75250000000014 27.161400000000096),427,9/2/2013,9,Sep,Arunachal Pradesh 2013,2013,316.1,09/02/2013 07:00:00 AM +0000,India,Arunachal Pradesh,landslide,Landslide,Downpour,0,0,Unknown,Large,Naharlagun,8.47346,Arunachal Pradesh,,17123,30.7362,78.44
POINT (78.53060000000013 30.739400000000078),428,6/12/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/12/2013 07:00:00 AM +0000,India,"Rishikesh-Gangotri National Highway Near Mari Sainji Village, Uttarkashi, Uttarakhand",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Uttarkashi,8.41608,Uttarakhand,,59841,27.2298,94.0989
POINT (73.59300000000015 16.921400000000077),434,6/25/2013,6,Jun,Maharashtra 2013,2013,1028.3,06/25/2013 07:00:00 AM +0000,India,"Konkan Railway Tracks Close To Adavali Station, Ratnagiri, Maharashtra",landslide,Mudslide,Monsoon,0,0,Known_within_5_km,Medium,Lanja,8.12097,Maharashtra,,92113,25.6682,94.1099
POINT (78.09490000000012 30.382200000000097),441,7/31/2013,7,Jul,Uttarakhand 2013,2013,413.4,07/31/2013 07:00:00 AM +0000,India,"Dehradun, Uttarakhand",landslide,Landslide,Downpour,4,0,Known_within_10_km,Medium,Raipur,7.8256,Uttarakhand,,7317,33.2359,75.244
POINT (94.58080000000017 26.284000000000074),445,8/4/2013,8,Aug,Nagaland 2013,2013,291.3,08/04/2013 07:00:00 AM +0000,India,"Nanga, Nagaland",landslide,Landslide,Continuous_rain,0,0,Known_within_5_km,Medium,Mokokchang,7.70289,Nagaland,,7317,33.2359,75.2439
POINT (77.00900000000014 8.455700000000045),451,11/13/2013,11,Nov,Kerala 2013,2013,154.9,11/13/2013 08:00:00 AM +0000,India,"Karakkamandapam, Kerala",landslide,Landslide,Downpour,0,0,Known_within_5_km,Medium,Thiruvananthapuram,7.3597,Kerala,,37543,10.0606,76.6331
POINT (78.92280000000012 30.25240000000011),464,6/24/2013,6,Jun,Uttarakhand 2013,2013,488.9,06/24/2013 07:00:00 AM +0000,India,"Sirobhgarh Bend, Srinagar-Rudraprayag Highway, Uttarakhand, Northern India",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Rudraprayag,6.85261,Uttarakhand,,47571,29.5833,80.2167
POINT (76.67020000000015 31.488100000000063),469,6/11/2013,6,Jun,Himachal Pradesh 2013,2013,233.6,06/11/2013 07:00:00 AM +0000,India,"Srinagar-Jammu Highway, Ramban District",landslide,Landslide,Rain,0,0,Unknown,Small,Ghumarwan,6.68727,Himachal Pradesh,,7317,33.2361,75.2441
POINT (94.11670000000012 25.616000000000067),471,7/12/2013,7,Jul,Nagaland 2013,2013,255.9,07/12/2013 07:00:00 AM +0000,India,"National Highway 2 Near Phesama Village Close To Kisama Naha Heritage Site, Kohima District, Nagaland",landslide,Landslide,Downpour,0,0,Known_within_10_km,Medium,Kohima,6.5252,Nagaland,,26912,27.1032,93.6884
POINT (76.85210000000014 31.967100000000105),474,7/7/2013,7,Jul,Himachal Pradesh 2013,2013,208.8,07/07/2013 07:00:00 AM +0000,India,"Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh",landslide,Landslide,Downpour,0,0,Known_within_1_km,Medium,Jogindarnagar,6.36465,Himachal Pradesh,,98238,11.41,76.69
POINT (76.93460000000012 9.895700000000042),477,8/5/2013,8,Aug,Kerala 2013,2013,369.7,08/05/2013 07:00:00 AM +0000,India,"Maniyarankudy, Kerala",landslide,Landslide,Monsoon,1,0,Known_within_5_km,Medium,Idukki,6.15797,Kerala,,92113,25.67,94.1066
